label,text
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।
normal,"রাগ করে কখনো ভালোবাসার মানুষকে কষ্ট দিতে নেই। রাগ কড়ে বেশি অবহেলা করতে নেই, ভালোবাসার মানুষকে। এতে করে জীবনের সবচেয়ে দামী জিনিস, ভালোবাসার মানুষকে হারাতে হয়।"
promo,"২০০মিনিট (৩০দিন) ১৭৪ টাকা, ডায়াল *১২১*৪৪১০# বা https://mygp.li/v1"
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801712122234
smish,"এখনই খেলুন, জিতে নিন ৫টি স্মার্টফোন! সুযোগ হাতছাড়া করবেন না, ক্লিক করুন: https://cutt.ly/Deo ; ট্যাক্সসহ চার্জ ২.৭৮ টাকা/দিন।"
smish,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
smish,"ভিডিও বা কলে কথা বলতে চাইলে ক্লিক করুন
https://t.co/EbXRF7TAFA?fbclid=9hIT17itA7iWLnV5aHpMh2SKDK_FREE_TO_WATCH_MY_VIDEOS_ONLY_FOR_TODAY_AND_FREE_LIVE_CAM_DATING_PRIVATE_WITH_ME_PLEASE_JOIN_ME"
smish,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801916566678"
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801917677789
promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
smish,আপনার মোবাইল সিম পুনরায় চালু করতে কল করুন +8801915566778
normal,"আমি ভালো আছি, আপনি কেমন আছেন?"
normal,শুভ অক্টোবর!
promo,২৬ জানুয়ারি ২০২৪ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় ‘‘মিলে নবীন-পুরনো অংশীজন/কাস্টমস করবে লক্ষ্য অর্জন”। জাতীয় রাজস্ব বোর্ড
normal,আজকে তোমার দিন কেমন কাটছে?
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778
normal,তোমার দিন কেমন কাটছে?
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801913233245
normal,তুমি কি ক্যাফেতে যাচ্ছো?
normal,আমার কি করতে হবে বলো।
normal,শুভ পয়লা বৈশাখ!
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@ ৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
normal,তুমি কি পার্কে যাচ্ছো?
normal,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।"
normal,শুভ দুর্গাপূজা!
normal,আমার এই নাম্বারে কল করুন ০১৭২৯১৮২৮৯৩।
promo,"“স্বাস্থ্য, পুষ্টি ও সমৃদ্ধি চাই, নিরাপদ খাদ্যের বিকল্প নাই”। ০২ ফেব্রুয়ারি জাতীয় নিরাপদ খাদ্য দিবস ২০২৪ সফল হোক। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
normal,কী খাবে? মাছের কারি। তুমি কি পছন্দ করো?
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801811011023
normal,আশা করি তোমার সফল হোক!
smish,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,আপনার বিদ্যুৎ বিল পরিশোধ না হওয়ায় সংযোগ কেটে দেয়া হবে। কল করুন +8801912233445
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,সমুদ্রে ভ্রমণ করতে ভালো লাগে।
normal,আপনি কি চিন্তা করছেন?
smish,আপনার পাসওয়ার্ডটি অবিলম্বে রিসেট করুন। এখানে ক্লিক করুন: [passwordreset.org/ResetBD]
normal,শুভ সন্ধ্যা!
normal,বাড়িতে একটি নতুন গাড়ি আসছে।
normal,শুভ অক্টোবর!
smish,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
promo,অনলাইন শপিংয়ে ২০% পর্যন্ত ডিসকাউন্ট! কোড ব্যবহার করে সুবিধা নিন।
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
normal,"০১৮২৭২৮৩৮৭৩ এই নাম্বারে কল করুন, জরুরি।"
normal,তোমার পরিশ্রম সার্থক হবে।
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445
smish,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD]
smish,অ্যাপল আইফোন ১৫ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801811011123
smish,মাশরাফির সই করা ব্যাট জিততে ক্যাসিনোতে বাজি ধরুন। এখনই যোগ দিন: promusic.co/components/interbank.com/
promo,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
normal,"হ্যাঁ, বসে থাকলে সময় কাটানো কঠিন হয়। আমি ইউটিউবেও দেখেছি, আবার ডার্ক সিরিজেও ছিল।"
normal,তোমার কাজ কেমন চলছে?
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801917677789
promo,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
smish,মাশরাফির সাথে খেলার জার্সি জিততে আজই বেটিং শুরু করুন! শুরু করুন: promusic.co/components/interbank.com/
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801816677889
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
normal,আপনি কী করছেন?
promo,"২০০৳ ক্যাশব্যাক শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
smish,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD]
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৮"
normal,তোমার পরিশ্রম সার্থক হবে।
promo,"দুর্গা পূজায় কেনাকাটা করুন ২৫% ছাড়ে, ২৫ অক্টোবর পর্যন্ত। ০১৭১৩১৯৯২৭০"
normal,"০১৬৭২৫৮৩৭৮৯ নাম্বারে কল করুন, আমার টাকা দরকার।"
smish,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
smish,আপনার পাসওয়ার্ডটি অবিলম্বে পরিবর্তন করুন। এখানে ক্লিক করুন: [passwordchange.com/ChangeBD]
normal,আপনি কেমন আছেন?
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
promo,"বাংলাদেশ নৌবাহিনীতে সরাসরি কমিশন্ড অফিসার পদে নিয়োগ চলছে। 
ভিজিট করুনঃ www.joinnavy.navy.mil.bd
"
normal,"আমি ঠিক আছি, আপনি কেমন আছেন?"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে কল করুন: +8801813344556
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
normal,"রাগ করে কখনো ভালোবাসার মানুষকে কষ্ট দিতে নেই। রাগ কড়ে বেশি অবহেলা করতে নেই, ভালোবাসার মানুষকে। এতে করে জীবনের সবচেয়ে দামী জিনিস, ভালোবাসার মানুষকে হারাতে হয়।"
smish,অভিনন্দন! আপনি ডাচ বাংলা ব্যাংক উপবৃত্তির জন্য নির্বাচিত হয়েছেন। সঠিকভাবে নিশ্চায়ন এবং টাকাও উত্তোলনের নিয়ম জানতে নিচের লিংকে ক্লিক করুন।
normal,আপনার দিন কেমন কাটছে?
smish,ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং একটি বিলাসবহুল হোটেল বুকিং জিতুন। ক্লিক করুন: super1000.info/docs
smish,রমজান উপহার https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwKVBXhUndyBoPDwKu7&12_9p0xmi&120px 43
normal,এই পবিত্র মাসে তোমার সবকিছু ভালো হোক!
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
normal,শুভ নববর্ষ!
smish,"https://t.me/Referincomebd4536_bot?start=r00798685036
দিনে 200 থেকে 300 টাকা ইনকাম করতে চাইলে এই লিংকে ক্লিক করুন"
normal,শুভ ক্রিসমাস!
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
smish,"https://link-monetize.com/register?ref=273312
এই লিংক থেকে একাউন্ট করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টাস্ক কমপ্লিট করতে হবে। এভাবে প্রতিদিন ৪ করে টাস্ক আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে ইনবক্সে নক দিন💝💝"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
normal,কেমন আছে আপনার দিনটি?
smish,দয়া করে আপনার ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।
smish,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de"
normal,আমি অনেক সময় মিলার মধ্যে পান তা হল আমি একটি মহান এবং আমি অন্য ব্যপারের মধ্যে আমার প্রেমের অমন্ত্রণ দিতে পারি।
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
smish,"আমার ২০০ জন লোকের প্রয়োজন আছে, কোনো অডফি দিতে হবে না, বিনামূল্যে বিনিয়োগ না করে কাজ করতে চাইলে আমাকে ইনবক্স করুন।https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
normal,কঠোর পরিশ্রমই সাফল্যের চাবিকাঠি।
promo,"২০০৳ ক্যাশব্যাক শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
promo,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
normal,তুমি কি ক্যাফেতে যাচ্ছো?
promo,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে মোবাইল হ্যান্ডসেট উৎপাদন ছিল শূণ্য %, বর্তমানে দেশের ১৫টি কারখানা থেকে চাহিদার ৯৭% পূরণ হচ্ছে।"
normal,আপনি কি চিন্তা করছেন?
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
smish,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD]
normal,"সাহস রেখো, সাফল্য তোমার অপেক্ষায়।"
normal,"তুমি একা নও, আমরা আছি।"
smish,* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50GB ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548
smish,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। https://cutt.ly/Cr1ket
promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
normal,"আপনার একাউন্ট থেকে ২০০০/- টাকা কাটা হয়েছে, বিস্তারিত জানতে কল করুন।"
smish,"আপনার বিকাশ অ্যাকাউন্টে BDT 10,000 পর্যন্ত তাৎক্ষণিক ঋণ পান। কোন নথি প্রয়োজন নেই। শুধুমাত্র 018xxxxxxxx এ কল করুন এবং আপনার বিকাশ পিন প্রদান করুন।"
normal,"সবকিছু ঠিকঠাক হবে, আমি জানি।"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vh"
normal,মেসেঞ্জার গ্রুপে পোল দিলে তো হয়। সবাই কি নেই ওই গ্রুপে?
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801913233245
promo,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U"
normal,"কষ্ট পেয়ো না, আমি তোমার সাথে আছি।"
promo,"১০০৳ ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি বাড়ি জিতুন! আজই শুরু করুন: super1000.info/docs
smish,আপনার একাউন্টের তথ্য আপডেট করতে কল করুন +8801712233445
smish,প্রতিদিন ২০০-৩০০ টাকা ইনকাম করার সহজ উপায়! ক্লিক করুন: https://t.me/DailyEarn_Money_bot?start=r06862137946
normal,খালার বিল তা দিলে উপকার হইতো দিতে পারতেছিনা একটু সাহায্য করো খালার বিল তা দিয়া দেই
promo,নতুন ক্লায়েন্টদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ২০% ছাড়।
normal,"তুমি পারবে, আমি জানি।"
smish,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।"
normal,"কষ্ট পেয়ো না, আমি তোমার সাথে আছি।"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
normal,আমি একটি বাংলা ছোট গল্প পড়তে চাই।
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
promo,"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন https://mygp.li/ga"
promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
promo,"“পাসপোর্ট ও ভিসা সংক্রান্ত তথ্য পেতে পাসপোর্ট বাতায়নে দেশ থেকে ১৬৪৪৫ নম্বরে ও বিদেশ থেকে ০৯৬৬৬৭১৬৪৪৫ নম্বরে ফোন করুন। 
পাসপোর্ট ও ভিসা পেতে সরকার কর্তৃক নির্ধারিত ফি ব্যতীত কোন অর্থ লেনদেন করবেন না।”"
smish,"এই লিঙ্কটি অনুসরণ করুন আপনার বিনামূল্যের পুরস্কার দাবি করতে, যোগাযোগ করুন: 01956789215"
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
normal,তুমি সাফল্যের জন্য তৈরি।
smish,আপনার ক্রেডিট কার্ডের লিমিট বাড়ানোর জন্য কল করুন +8801812233445
promo,989893 is your verification code for feainternational.com.
smish,আপনি কক্সবাজারে একটি বিনামূল্যের ৭ দিনের ছুটির জন্য নির্বাচিত হয়েছেন। নিশ্চিত করতে 'YES' উত্তর দিন। লিঙ্কে ট্যাপ করুন: www.face3b00kurl.com।
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
promo,কুল সব আপডেট মিস না করতে এখনই জয়েন স্কিটো টেলিগ্রাম: cutt.ly/NwJt7qvx
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801913233245
smish,"জনতা ব্যাংক থেকে ১,০০০ টাকা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801912233445"
smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000"
normal,আজ কি করলে সময় গজবে?
smish,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadPrizeBot2"
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! এখনই শুরু করুন: ebayisapidlld.altervista.org/
normal,"কি খবর, হাই?"
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,"আমি ভালো আছি, আপনি কেমন আছেন?"
smish,"আপনার মৌলিক স্থায়ীত্বের মধ্যে ক্যামব্রিজ ইউনিভার্সিটি এপ্লিকেশন ফি মুক্ত! পড়ার স্বপ্ন পূরণ করতে আজই যোগাযোগ করুন - ০১৭৪৬৬৩৫৭২৫"""
normal,শুভ জন্মদিন!
smish,"https://t.me/DailyEarn_Money_bot?start=r07709397116 ফ্রী ইনকাম করতে চাইলে ক্লিক করুন,🤞"
normal,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।
normal,সুপ্রভাত!
smish,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801916566678
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
উপরে দেওয়া লিং এ ক্লিক করে ডেলি ২০০ থেকে ৩০০ টাকা ইনকাম করতে চাইলে এখনি ক্লিক করুন"
normal,আশা করি তোমার দিনটি ভালো কাটুক!
smish,আপনার সিম কার্ড পুনরায় সক্রিয় করতে কল করুন +8801915566778
smish,আপনার ইমেল অ্যাকাউন্টে সমস্যা হয়েছে। সুরক্ষার জন্য এখানে ক্লিক করুন: [emailsecure.org/FixBD]
smish,আপনি একটি ফ্রি গিফট কার্ড জিতেছেন! এখানে ক্লিক করে সংগ্রহ করুন: [giftcardfree.com/CollectBD]
promo,"২০০৳ ক্যাশব্যাক শেষ দিন,নাও ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
smish,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: http://bit.ly/CardLimit
smish,কোন ডাউন পেমেন্ট ছাড়াই ১০০% গাড়ি লোন সুবিধা। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯
promo,৳৬০ ক্যাশব্যাক! ২০জিবি @ ৳২৪৯ ৩০দিন নিয়ে নাও: cutt.ly/Pwlt8cOy
smish,দারুণ খবর! আমাদের ভ্রমণ প্যাকেজে ৭০% ডিসকাউন্ট! দ্রুত বুকিং করুন এই নম্বরে :01317235293
promo,"১৭ মে বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস, ২০২৩ এর প্রতিপাদ্য বিষয়
“তথ্য ও যোগাযোগ প্রযুক্তির উন্নয়ন
স্বল্পোন্নত দেশসমূহের ক্ষমতায়ন”-ডাক ও টেলিযোগাযোগ বিভাগ।"
promo,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
promo,১ ডিলেই সপ্তাহের সব ইন্টারনেটিং- নাও ১০জিবি@৳১৫৮: cutt.ly/FwUC6vhp
promo,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে
smish,আপনি আমাদের ভাগ্যবান গ্রাহক! আপনার বিনামূল্যের ১ বছরের ইন্টারনেট সাবস্ক্রিপশন দাবি করুন। কল করুন 019XXXXXXXX।
normal,"জরুরি, ০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।"
normal,"হ্যালো, কেমন আছো?"
normal,আজ কি করলে সময় গজবে?
smish,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD]
promo,"প্রো-লেভেল ৳৫৫ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৪৪৪,৩০দিন: cutt.ly/XernQ63M"
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
smish,আপনি একটি ফ্রি গিফট কার্ড জিতেছেন! এখানে ক্লিক করে সংগ্রহ করুন: [giftcardfree.com/CollectBD]
promo,"২০০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন: cutt.ly/FwQhpKHc"
smish,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/ChangePassword
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819900112"
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
normal,হ্যালো!
smish,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: xini.eu/00Qe
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp"
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
smish,আপনার হাতে যদি ডেইলি 3-4 ঘন্টা সময় ফ্রি থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা কাজের সন্ধান দিতে পারবো।https://t.me/cashgotpaid_98_bot?start=r099778786166
normal,আমার জন্য কোনো নতুন খবর আছে?
normal,তোমাদের দিন কেমন কাটছে?
promo,‘স্মার্ট মোবাইল ফোনে প্রদর্শন করে ই-ড্রাইভিং লাইসেন্স ব্যবহার করা যাবে।’-বিআরটিএ
