label,text
promo,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
normal,আপনি কি করতে পারেন?
promo,"“সর্বজনীন পেনশন স্কিমে নিবন্ধন করুন;
উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন”-জাতীয় পেনশন কর্তৃপক্ষ।"
promo,"এপ্রিল-২৪
রিচার্জ:0৳
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳"
smish,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
normal,আমি যেন খুব দুঃখিত হইছি।
smish,"৫,০০০ টাকা বিনিয়োগে ২০,০০০ টাকা পান! কল করুন: +8801918899001"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
smish,নতুন সিম নিন এবং বিনামূল্যে ৫০GB ইন্টারনেট পান! ক্লিক করুন: https://ak76.xyz/?y=ep1669102548
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,০১৮২৭৩৮২৭৩৯ এই নাম্বারে দ্রুত টাকা পাঠাও।
normal,আজকে তোমার দিন কেমন কাটছে?
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,বাসায় খুব শান্তি আছে।
smish,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: http://bit.ly/FreeCrypto
normal,শুভ রমজানের রহমতের মাস!
smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801711122334
smish,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://t.me/JanataUpdateBot2
smish,আপনার পেন্ডিং বিলটি পেমেন্ট করুন এবং অবিলম্বে যোগাযোগ করুন +8801812345678
normal,তোমার সময় কোথায় যাচ্ছে?
promo,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
normal,তুমি কি জিমে যাচ্ছো?
promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718788890
normal,"আপনার বিদ্যুৎ বিল বাকি ৯৫০/- টাকা, জলদি পরিশোধ করুন।"
smish,"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: 01794567889 (am 11 to 5pm} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!"""
promo,‘স্মার্ট মোবাইল ফোনে প্রদর্শন করে ই-ড্রাইভিং লাইসেন্স ব্যবহার করা যাবে।’-বিআরটিএ
normal,কি খবর তোমার দিন?
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
normal,"তুমি পারবে, শুধু লেগে থাকো।"
normal,০১৮২৭২৮৩৯৫১ নাম্বারে কল করুন।
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vh"
normal,আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?
promo,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।"
normal,আপনার দিন কেমন কাটছে?
smish,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
smish,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912
smish,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে 18604195555 এ এসএমএস প্রেরণ করুন।"
normal,শুভ রাত্রি!
normal,শুভ বৈশাখী!
smish,আপনার একাউন্ট হ্যাক হতে পারে। দ্রুত ৩০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৬৫৪৩২।
normal,"ধৈর্য ধরো, ভালো সময় আসবে।"
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,ঈদ মোবারক!
normal,"০১৯২৭২৮৩৭৬৫ এই নাম্বারে বিকাশ করুন, দ্রুত।"
smish,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।
normal,সুপ্রভাত!
smish,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901"
normal,"তুমি কি প্রিয় বই পড়ছো? হ্যাঁ, বিখ্যাত বই পড়ি।"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [secureverify.com/VerifyBD]
smish,জনতা ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। কল করুন: +8801715455567
smish,"প্রিয় ব্যবহারকারী, সমাজসেবা অফিস থেকে আপনার রেমিট্যান্স অ্যাকাউন্ট সাময়িকভাবে স্থগিত করা হয়েছে। পিন সহ অ্যাকাউন্টটি দিন যা পুনরায় প্রতিক্রিয়ার জন্য দেওয়া হয়েছে।পিন:23456"
promo,অনলাইন শপিংয়ে ২০% পর্যন্ত ডিসকাউন্ট! কোড ব্যবহার করে সুবিধা নিন।
normal,"আমি ঠিক আছি, ধন্যবাদ।"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231"
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
promo,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: promusic.co/components/interbank.com/
normal,কি খবর?
promo,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj
normal,আমি যেন কিছু বলতে পারি না।
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
smish,বিটকয়েন দিয়ে সহজে অর্থ উপার্জন করুন! আজই শুরু করুন: http://bit.ly/EasyCrypto
normal,ব্যায়াম করতে অভ্যাস করতে হবে।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobilesecure.com/VerifyBD]
normal,আপনি কি করতে পারেন?
promo,ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল cutt.ly/ywqDAPVv
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801714455667"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,প্রাণ চলার জন্য আমার প্রিয় জায়গা বার্বিকিউট।
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
normal,আপনার গাড়ির সার্ভিসিং-এর সময়সীমা শেষ হয়ে গেছে। দ্রুত যোগাযোগ করুন ০১৮৭৬৫৪৩২১।
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
promo,"মানবাধিকার দিবস-২০২৩
এবারের প্রতিপাদ্য “সবার জন্য স্বাধীনতা, সমতা এবং ন্যায়বিচার”। জাতীয় মানবাধিকার কমিশন।"
promo,"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এর ৪৭তম শাহাদত বার্ষিকীতে বিনম্র শ্রদ্ধা""-ডাক ও টেলিযোগাযোগ বিভাগ।"
normal,০১৯২৭৩৮২৮৯৪ নাম্বারে কল করুন।
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
normal,আমাকে দ্রুত কল দিন ০১৭৩৮২৯৩৭৪৮ এই নাম্বারে।
normal,শুভ পয়লা বৈশাখের প্রীতি ও শুভেচ্ছা!
promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
promo,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
smish,"PLC,LIMITED.

প্রিয় আবেদনকারী, অভিনন্দন!

আপনার সিভি নির্বাচিত হয়েছে। পজিশনের নাম - কাস্টমার সার্ভিস/ইউনিট ম্যানেজার (ডেভ..) (পার্ট টাইম / ফুল টাইম)। যদি আপনি কাজটিতে আগ্রহী হন তবে অবশ্যই সিভি এবং পাসপোর্ট সাইজের ৪ কপি ছবি নিয়ে আসতে হবে।

কাজের স্থান - আপনি ঢাকা শহরের যেকোনো শাখা অফিস বেছে নিতে পারবেন।

সাক্ষাত্কারের তারিখ - ১৪ নভেম্বর ২০২৩ (১০.০০am - ০৪.০০pm)

যোগাযোগের ঠিকানা - ১৬৬, দিলকুশা, মতিঝিল, ঢাকা ১০০০।

বিস্তারিত জানার জন্য কল করুন: ০১৬১৩৫৮৯১৩৭"
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
smish,"আপনি চাইলে ঘরে বসে মোবাইলে থেকেই অনলাইনে ইনকাম করতে পারেন এবং পার্টটাইম এবং ফুলটাইম দুটোই করতে পারেন। যেখান থেকে দিনে আপনি ১০০০ থেকে ২০০০ টাকা সহজেই ইনকাম করতে পারবেন।

বিস্তারিত জানতে যোগাযোগ করুন এই নাম্বারে

+৯১ ৮৯২৭৬২৩৭১৩"
smish,"ফ্রি ইনকাম daily ১৫০০/-
https://t.me/DailyEarn_Money_bot?start=r09374471604"
smish,আপনার ইন্সুরেন্স পলিসি আপডেট করতে এখানে ক্লিক করুন: [insuranceupdate.com/UpdateBD]
smish,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন! ফ্লেক্সিলোড সিম ব্যবহার করে ঘরে বসে। বিস্তারিত জানতে ইনবক্স করুন।
smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000"
promo,989893 is your verification code for feainternational.com.
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
smish,"প্রিয় গ্রাহক আপনার
বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে
আজ রাত ১০.৩০ মিনিটে
থেকে
বিদ্যুৎ অফিস।
কারণ আপনার
আগের মাসের বিল ছিল না
আপডেট অবিলম্বে দয়া করে
আমাদের সাথে যোগাযোগ করুন
বিদ্যুৎ কর্মকর্তা
9163657962 ধন্যবাদ"
smish,"প্রিয় গ্রাহক, কলকাতা TS ATM.Txn# S32131611-20191005-এ 31-12-2019 তারিখে A/cXXXXX থেকে 25000 টাকা তোলা হয়েছে৷ আপনার দ্বারা না করা হলে, আপনার কার্ড ব্লক করতে নিবন্ধিত মোবাইল নম্বর থেকে এই এসএমএসটি 7679786941 এ ফরোয়ার্ড করুন বা অবিলম্বে 7029892098 -স্টেট ব্যাঙ্ক অফ ইন্ডিয়াতে কল করুন"
smish,একটি ক্লিকে বিস্তারিত জানুন কীভাবে ইনকাম করতে হয়! ঘরে বসে মোবাইল থেকে টাকা ইনকাম করুন: https://refer.mslgames.com/YfrcqEcoToos53HN7
smish,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567
normal,"তুমি একা নও, আমি আছি।"
normal,মেজবান পাখি পক্ষে প্রিয় প্রেমের একটি দৃশ্য বিশ্বাস করা হয়।
promo,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট www.ecs.gov.bd-এ প্রবেশ করুন”-ইসি
normal,কেমন চলছে তোমার দিন?
normal,আমার একটি সমস্যা আছে।
normal,তোমার সময় কোথায় যাচ্ছে?
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc"
smish,"প্রিয় গ্রাহক, সমাজকল্যাণ অফিস থেকে আপনাকে বয়স্ক ভাতার জন্য নির্বাচন করা হয়েছে। নিচের লিংকে ক্লিক করে আপনার তথ্য প্রদান করুন।"
normal,তুমি কি বাসে যাচ্ছো?
promo,ফিটনেস ইকুইপমেন্টে ১৫% ডিসকাউন্ট! আজই অর্ডার করুন।
normal,শুভ রাত্রি!
normal,আমি যেন খুব দুঃখিত হইছি।
normal,তোমার প্রতিভা সীমাহীন।
normal,তুমি কি পার্কে যাচ্ছো?
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
normal,শুভ জন্মদিন!
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
promo,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,০১৮২৭২৮৩৯৬২ নাম্বারে কল করুন।
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
promo,"১৮০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC"
promo,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
normal,"কি খবর, হ্যালো?"
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,আমি আমার পরিবারের সঙ্গে আমি সময় কাটাতে চাই।
smish,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: http://bit.ly/CardLimit
smish,"৫,০০০ টাকা বিনিয়োগে ১৫,০০০ টাকা অর্জন করুন! কল করুন: +8801916677889"
normal,তুমি কি রেস্টুরেন্টে যাচ্ছো?
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.net/LoginBD]
smish,আপনার ফোন নম্বরটি যাচাই করা দরকার। এখানে ক্লিক করুন: [phonenumberverify.com/VerifyBD]
smish,আপনার নাম্বারটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801712233445
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
promo,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b"
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailsecure.net/VerifyBD]
promo,মেন্সওয়ার্ল্ড বসুন্ধরাসিটি নতুন শাখার উদ্বোধনে ফ্লাট৩০%ছাড়!cutt.ly/fmw
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
normal,"আপনার বিদ্যুৎ বিল বাকি আছে ৭২০০/- টাকা, জরুরি।"
smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
normal,তুমি কি বইয়ের দোকানে যাচ্ছো?
smish,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn
promo,"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৪৯,৭দিন cutt.ly/owEyhCVt"
normal,শুভ জন্মদিন অভিনন্দন!
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।"
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iubat.edu.bd/ লগইন করুন। (IUBAT)"
promo,"৫০৳ চিল ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৪৪৯৳ ৩০দিন, নাও: cutt.ly/KwMwLOgt"
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
normal,আশা করি তোমার সফল হোক!
normal,তুমি কি পার্টিতে যাচ্ছো?
normal,সমুদ্রে ভ্রমণ করতে ভালো লাগে।
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
promo,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
01894841736"
normal,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।
normal,কেমন আছেন?
promo,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
promo,ভ্রমণ প্যাকেজে ২০% ছাড়! বুকিং করতে আজই যোগাযোগ করুন।
promo,আজই শেষ দিন!বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
normal,"আমি ভালো আছি, আপনি কেমন আছেন?"
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড"
smish,আপনার একাউন্টে সমস্যা হয়েছে। দ্রুত এই নাম্বারে যোগাযোগ করুন ০১৭২৮৩৭৫৮৪৩।
smish,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: http://bit.ly/CardLimit
normal,"তুমি যা করতে চাইবে, তা পারবে।"
normal,বাড়ির পাশে একটি মেজবান রাখা হয়।
normal,তুমি কি ট্রামে যাচ্ছো?
smish,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231"
promo,"আমার টাকায় আমার সেতু,বাংলাদেশের পদ্মা সেতু।একটি স্বপ্নের উম্মোচন। ২৫ জুন মাননীয় প্রধানমন্ত্রী স্বপ্নের পদ্মা সেতু শুভ উদ্বোধন করবেন।চোখ রাখুন,বিটিভি,সকাল ১০ টায়। বাংলাদেশ সেতু কর্তৃপক্ষ, সেতু বিভাগ।"
promo,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳"
smish,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন
promo,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,তুমি আমাকে কি বলতে চাও?
promo,488.23MB অবশিষ্ট। উপভোগ করুন PayGo (6.6625Tk পর্যন্ত 5MB এর জন্য)| ব্যালান্স জানতে চাইলে *121*1*4#| নির্দিষ্ট প্যাকে 10% ইন্টারনেট বোনাস পেতে ভিজিট করুন mygp.li/bonus
normal,শুভ দীপাবলী!
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
smish,"ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,"০১৬৭২৫৯২৮৯৭ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
normal,কেমন চলছে তোমার দিনটি?
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,"এই লিঙ্কটি অনুসরণ করুন আপনার বিনামূল্যের পুরস্কার দাবি করতে, যোগাযোগ করুন: 01956789215"
normal,তোমার সকল ইচ্ছা পূরণ হোক!
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
smish,"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: +8801714567890"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে।
smish,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।"
normal,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।
smish,"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100"
smish,আপনার ক্রেডিট কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: http://bit.ly/UnblockCard
promo,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
smish,শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
smish,* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50GB ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড"
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
